crop,N,P,K,ph,rainfall,temperature,humidity
Banana,218.88,53.9,200.68,7.36,1187.22,21.8,86.23
Banana,235.57,59.37,229.59,7.24,1209.97,31.41,89.11
Banana,231.4,51.99,243.28,6.36,1881.93,34.88,71.26
Banana,223.52,51.78,277.88,7.47,1222.04,26.19,73.13
Banana,237.48,56.79,262.26,6.35,2271.96,21.12,84.29
Banana,235.38,59.62,260.55,7.05,1626.79,27.02,73.06
Banana,247.98,59.23,210.9,6.38,1575.76,28.05,77.95
Banana,203.18,57.7,246.6,6.19,1428.73,29.57,83.34
Banana,239.58,58.24,209.35,7.44,2389.32,23.61,73.69
Banana,247.89,59.97,263.28,6.19,1714.23,28.78,76.8
Banana,224.75,52.18,255.62,7.33,1301.09,34.6,79.62
Banana,227.05,56.0,258.04,6.38,1160.34,23.51,88.82
Banana,218.99,56.09,295.27,6.26,1001.34,27.48,77.8
Banana,206.6,50.39,296.23,7.1,1273.35,21.38,88.63
Banana,213.68,55.1,206.02,7.18,1685.91,22.79,82.26
Banana,246.82,56.76,281.07,6.37,1789.86,33.06,70.17
Banana,237.27,57.47,217.28,6.59,1957.26,27.65,79.78
Banana,227.11,58.7,220.38,6.31,1437.65,20.9,73.43
Banana,201.88,58.1,235.6,6.03,1514.63,28.73,86.75
Banana,225.46,53.33,237.1,7.34,2123.85,23.1,70.84
Banana,200.27,51.08,282.91,6.82,1884.97,31.78,81.96
Banana,239.69,55.47,204.33,6.97,1398.58,21.06,78.52
Banana,238.51,52.57,241.78,6.25,1080.07,20.16,70.56
Banana,227.24,55.83,210.14,6.1,1936.51,22.08,87.68
Banana,222.1,58.21,288.91,7.36,1231.13,33.66,82.08
Banana,206.95,58.05,250.54,7.08,1298.18,29.59,88.47
Banana,207.17,54.53,247.24,6.79,1103.72,29.61,73.43
Banana,225.44,51.51,259.31,6.7,1686.55,29.95,76.0
Banana,200.51,52.9,266.91,7.15,1040.67,32.52,82.43
Banana,220.86,51.91,268.28,7.16,1858.38,25.03,71.78
Banana,216.18,51.76,214.89,6.05,2468.48,30.43,84.56
Banana,224.56,56.88,255.41,6.24,1669.98,25.84,72.46
Banana,248.25,56.66,272.58,7.1,2377.46,29.53,75.97
Banana,203.38,51.23,212.74,7.2,1557.41,32.9,77.19
Banana,217.59,59.6,223.32,6.78,1007.27,27.66,80.09
Banana,223.97,59.73,246.79,6.7,1289.94,29.98,75.94
Banana,229.75,56.7,293.35,6.71,1255.37,31.75,83.38
Banana,228.63,55.98,295.82,7.24,2195.02,27.4,72.43
Banana,214.05,53.62,248.99,6.64,1926.24,20.71,75.47
Banana,216.25,58.57,281.02,7.19,2004.66,22.07,80.59
Banana,219.41,50.11,286.04,7.41,1758.93,33.7,76.77
Banana,241.59,51.95,291.48,6.93,1904.44,23.46,80.75
Banana,205.55,51.78,286.6,6.3,2125.62,22.12,85.85
Banana,245.44,50.85,251.6,6.28,1029.04,27.98,70.44
Banana,236.4,51.28,258.79,6.66,1683.45,32.82,70.23
Banana,203.13,59.33,243.86,7.2,1502.04,22.73,78.71
Black Pepper,76.58,36.33,115.19,5.88,2445.62,27.68,83.59
Black Pepper,89.75,42.97,105.32,5.51,2479.85,30.89,77.93
Black Pepper,68.46,34.42,112.41,5.76,2345.23,29.83,87.51
Black Pepper,61.14,42.13,118.09,6.42,2406.58,26.81,85.29
Black Pepper,94.78,45.95,147.12,6.2,2318.88,22.32,86.26
Black Pepper,92.33,41.39,108.75,6.08,1734.53,25.63,77.05
Black Pepper,98.84,32.58,133.06,6.08,1713.36,27.87,84.21
Black Pepper,73.74,30.26,145.91,6.31,2395.26,22.65,89.79
Black Pepper,99.7,42.97,111.29,6.2,1746.52,23.1,80.86
Black Pepper,95.02,36.28,128.31,5.92,1688.23,28.44,76.4
Black Pepper,81.43,33.34,121.37,5.89,2144.47,23.51,87.54
Black Pepper,60.84,38.92,144.43,5.73,2446.11,31.24,79.98
Black Pepper,72.11,38.46,137.37,5.87,1909.15,30.36,86.14
Black Pepper,59.07,43.86,147.82,5.68,1723.07,28.04,87.07
Black Pepper,72.29,33.64,136.45,6.46,1552.78,20.96,81.2
Black Pepper,89.48,48.35,133.95,6.5,1964.54,31.93,81.13
Black Pepper,82.48,48.52,130.28,6.4,1551.09,21.19,89.6
Black Pepper,70.24,30.45,124.37,6.43,2181.68,20.13,81.57
Black Pepper,81.49,35.45,130.47,6.07,2462.77,29.95,83.86
Black Pepper,85.21,32.9,119.28,6.09,2420.18,30.51,83.86
Black Pepper,95.69,42.64,133.41,6.07,2352.62,22.88,87.09
Black Pepper,67.22,36.43,111.55,6.18,2274.87,25.27,89.35
Black Pepper,96.17,38.39,145.92,5.73,2150.13,20.69,87.65
Black Pepper,85.39,38.14,114.29,5.66,2032.8,30.74,76.23
Black Pepper,76.38,33.36,141.59,6.26,2001.43,27.54,84.47
Black Pepper,51.03,30.01,129.69,5.51,2034.91,22.33,80.16
Black Pepper,64.55,38.75,122.39,5.9,1739.24,31.01,79.82
Black Pepper,89.8,30.1,136.27,5.91,1699.59,29.02,85.48
Black Pepper,62.41,34.68,110.25,5.65,1679.03,22.22,77.47
Black Pepper,80.75,36.87,123.72,5.85,1712.17,28.02,76.04
Black Pepper,67.81,35.06,112.39,6.36,2186.03,24.28,79.44
Black Pepper,81.22,32.29,131.89,5.61,2439.67,26.92,87.23
Black Pepper,63.83,40.77,124.36,5.56,2037.88,29.2,78.61
Black Pepper,56.5,34.04,140.04,6.38,2066.98,21.73,78.12
Black Pepper,78.46,40.03,124.07,6.2,2359.77,23.7,89.07
Black Pepper,78.64,44.04,103.8,5.64,1811.5,31.08,83.09
Black Pepper,77.49,34.53,103.69,5.79,1927.7,26.52,89.91
Black Pepper,75.13,46.19,108.43,6.04,1548.91,30.29,83.08
Black Pepper,62.01,46.86,144.96,5.86,1907.8,30.73,84.14
Black Pepper,51.81,37.37,120.61,5.89,2398.46,22.47,75.26
Black Pepper,61.16,44.1,141.75,5.92,2453.38,23.89,78.57
Black Pepper,52.44,32.14,121.82,6.37,2193.78,27.18,89.58
Black Pepper,63.8,30.04,142.11,6.1,1858.41,22.7,77.94
Black Pepper,69.81,44.72,116.18,5.84,2464.88,27.45,89.97
Black Pepper,62.4,47.56,145.75,5.68,1885.74,20.03,79.45
Black Pepper,92.01,45.74,123.99,6.44,1543.43,24.07,82.59
Black Pepper,77.69,42.18,128.37,6.37,1577.88,31.94,79.34
Black Pepper,72.27,37.02,126.15,6.39,2449.89,28.57,85.03
Black Pepper,55.84,35.49,134.21,6.29,2423.77,22.11,75.55
Black Pepper,71.86,34.85,122.37,5.9,2001.84,23.45,86.33
Black Pepper,91.35,38.38,141.97,6.11,2192.98,28.13,84.17
Black Pepper,76.76,32.36,124.28,5.69,2490.38,27.96,86.52
Black Pepper,69.94,42.18,143.29,5.89,1993.65,31.51,87.09
Black Pepper,57.73,41.46,133.14,6.11,1756.81,27.41,82.43
Black Pepper,69.57,35.22,139.19,5.57,1884.63,22.78,88.3
Black Pepper,84.51,47.68,138.54,5.81,1944.59,20.14,77.94
Black Pepper,98.8,36.66,140.73,5.68,1683.26,29.51,80.91
Black Pepper,57.1,47.38,119.79,6.4,1881.82,30.78,88.06
Black Pepper,54.51,48.63,121.47,5.95,2126.0,21.4,89.76
Black Pepper,62.61,32.07,108.22,6.4,1979.84,22.94,84.13
Black Pepper,90.76,35.43,142.89,6.1,1652.49,20.78,86.68
Black Pepper,73.84,42.2,128.22,5.92,1869.54,29.13,86.14
Black Pepper,98.91,42.87,116.78,6.27,1682.17,25.97,83.31
Black Pepper,96.95,43.05,139.72,6.1,2374.92,20.14,76.34
Black Pepper,87.83,35.63,114.81,6.32,1768.37,22.15,83.74
Black Pepper,68.55,37.55,141.41,5.8,2346.28,26.9,75.77
Black Pepper,60.98,36.66,136.77,5.99,1642.52,22.95,89.31
Black Pepper,98.31,33.16,115.2,5.51,2445.67,28.66,88.4
Black Pepper,66.4,35.86,102.23,5.59,2356.64,29.23,82.02
Black Pepper,58.33,35.06,133.69,6.11,1592.84,25.83,78.52
Black Pepper,84.21,42.3,121.13,6.32,2275.58,29.04,87.2
Black Pepper,59.04,42.55,125.23,5.86,2248.23,21.16,86.95
Black Pepper,70.78,40.36,105.69,6.28,1722.05,27.45,77.61
Black Pepper,74.69,45.32,130.86,5.79,1583.77,29.52,76.71
Black Pepper,80.21,38.36,141.89,6.14,1538.68,20.46,75.73
Black Pepper,93.31,30.08,136.81,6.17,2229.09,29.36,87.05
Black Pepper,50.89,43.92,110.02,6.29,1997.15,23.28,78.78
Black Pepper,76.24,43.59,116.81,6.37,1632.52,21.05,86.25
Black Pepper,97.6,31.3,133.12,6.1,1980.63,21.28,84.41
Black Pepper,84.49,39.14,133.62,5.65,2295.35,31.52,84.0
Black Pepper,77.54,44.82,105.53,6.27,2179.26,23.52,80.65
Black Pepper,58.44,35.92,117.49,5.78,1800.07,23.08,80.35
Black Pepper,63.86,33.61,127.67,5.81,2348.09,31.32,79.83
Black Pepper,96.32,41.39,126.05,6.11,1894.35,22.68,78.14
Black Pepper,76.36,37.73,141.12,5.58,2162.81,22.51,82.55
Black Pepper,66.21,41.25,102.1,6.07,2285.63,31.69,75.94
Black Pepper,55.66,42.47,106.1,5.72,2300.98,26.75,79.92
Black Pepper,77.16,47.16,132.12,6.44,2139.51,20.5,80.67
Black Pepper,82.8,41.1,149.19,5.98,1500.26,30.02,80.23
Black Pepper,75.83,46.35,100.31,5.97,1554.03,28.14,81.15
Black Pepper,66.11,41.41,139.28,5.85,2394.67,21.29,76.77
Black Pepper,66.71,33.21,103.18,5.82,1826.45,26.84,82.21
Black Pepper,58.94,41.08,114.19,6.26,2300.81,22.5,79.72
Black Pepper,79.47,49.35,111.27,6.06,2299.77,31.99,82.83
Black Pepper,50.2,47.24,132.14,5.62,1683.49,27.44,87.43
Black Pepper,91.85,31.63,105.92,6.35,1794.97,21.84,79.54
Black Pepper,69.62,37.88,143.07,6.03,1741.11,23.66,87.22
Black Pepper,72.08,45.8,128.13,5.82,2255.9,27.62,89.17
Black Pepper,73.83,37.89,136.68,5.78,2277.49,28.35,84.8
Black Pepper,72.95,41.82,137.61,6.0,2181.0,23.65,81.14
Black Pepper,80.29,40.41,136.44,6.21,1581.48,23.19,87.63
Black Pepper,88.6,33.59,108.61,6.22,1627.78,21.98,76.15
Black Pepper,79.79,31.4,121.02,5.79,2182.28,29.39,81.23
Black Pepper,64.77,44.61,114.0,5.81,2182.13,30.84,85.77
Black Pepper,53.46,39.42,109.45,5.62,1732.74,27.89,77.61
Black Pepper,71.13,32.95,123.21,5.78,2340.98,27.69,87.88
Black Pepper,95.29,33.49,126.52,6.3,2252.37,27.48,83.08
Black Pepper,85.7,43.81,105.11,6.06,1928.64,22.23,75.03
Black Pepper,94.32,42.23,123.76,6.47,1759.43,31.37,75.28
Black Pepper,56.57,41.66,146.4,6.19,2189.9,29.97,83.2
Black Pepper,61.39,46.34,145.76,5.98,1911.65,31.09,89.35
Black Pepper,62.8,47.99,121.77,5.98,2195.26,29.66,80.01
Black Pepper,51.53,44.89,122.52,6.3,1743.86,23.49,82.14
Black Pepper,74.64,40.81,143.24,5.84,1643.68,30.04,86.9
Black Pepper,90.62,33.31,120.19,6.35,1797.55,21.4,77.67
Black Pepper,96.29,34.36,109.86,6.14,2196.49,31.07,83.96
Black Pepper,57.84,31.66,110.13,6.16,2000.13,20.67,79.6
Black Pepper,56.52,49.88,142.95,5.71,1699.1,27.79,82.2
Black Pepper,66.32,39.07,119.38,5.79,1517.42,24.58,77.66
Black Pepper,75.95,46.31,125.22,5.78,2449.16,22.39,80.34
Black Pepper,51.81,31.72,148.9,6.06,1622.56,29.18,83.13
Black Pepper,83.24,31.47,135.95,6.17,1644.0,20.33,78.53
Black Pepper,71.02,47.24,124.84,5.72,2272.82,30.49,85.47
Black Pepper,88.66,47.81,111.94,6.29,1956.91,29.72,77.97
Black Pepper,54.82,30.26,132.97,6.34,1577.6,21.71,88.41
Black Pepper,71.66,44.07,148.33,5.7,1649.92,29.34,84.62
Black Pepper,77.46,49.14,141.22,5.67,1829.54,26.03,80.27
Black Pepper,63.73,30.82,108.43,5.82,2063.29,26.39,76.16
Black Pepper,79.14,40.4,149.96,5.61,2202.89,30.16,89.33
Black Pepper,69.6,34.66,131.47,5.86,2119.95,27.75,84.41
Black Pepper,51.68,31.87,125.43,5.65,2463.49,20.81,81.57
Black Pepper,58.66,41.28,148.64,6.14,2370.03,30.97,82.03
Black Pepper,96.92,36.14,132.1,5.98,1907.01,21.12,81.28
Black Pepper,80.24,47.7,107.73,6.44,1531.22,20.2,89.3
Black Pepper,57.82,38.9,101.42,5.63,2411.37,20.65,77.34
Black Pepper,54.29,30.31,129.32,5.63,2333.26,21.44,76.65
Black Pepper,73.73,31.01,105.0,6.47,2238.79,29.84,86.34
Black Pepper,65.55,46.51,116.2,5.72,1567.36,27.48,84.5
Black Pepper,92.95,42.39,114.7,5.7,1815.67,26.82,86.07
Black Pepper,57.05,30.92,119.42,5.53,1814.43,23.51,77.98
Black Pepper,57.55,42.74,138.88,6.23,2396.1,20.13,88.93
Black Pepper,99.32,30.07,125.44,5.77,2344.17,31.18,89.37
Black Pepper,55.85,30.02,126.59,6.3,1684.54,22.54,82.74
Black Pepper,72.22,47.86,129.17,6.41,2315.01,31.51,78.39
Black Pepper,84.23,34.75,137.0,6.37,2127.16,25.69,78.88
Black Pepper,77.1,32.98,122.92,5.62,2391.18,24.22,88.15
Black Pepper,87.6,40.52,121.48,6.37,1530.76,25.78,77.11
Black Pepper,94.43,32.5,121.08,6.34,1517.42,28.63,76.6
Black Pepper,73.87,47.42,149.03,6.26,1865.9,27.07,83.77
Black Pepper,60.75,49.36,147.42,6.11,2353.38,29.5,88.02
Cardamom,90.65,55.99,158.1,6.1,2319.44,27.92,84.25
Cardamom,95.04,56.63,156.55,5.07,2458.05,23.86,87.49
Cardamom,75.33,57.95,152.72,5.28,1791.28,21.58,88.61
Cardamom,84.72,56.84,198.73,6.06,1911.75,23.84,82.57
Cardamom,82.64,58.29,198.81,6.21,2338.81,19.32,82.04
Cardamom,85.81,54.25,164.73,5.41,1956.32,18.96,81.23
Cardamom,86.1,54.99,177.5,5.99,1613.25,25.63,83.26
Cardamom,81.87,53.31,173.96,5.85,2132.74,25.24,80.06
Cardamom,99.0,52.8,161.22,6.28,1860.34,20.21,80.02
Cardamom,85.02,58.39,191.49,5.1,1878.73,18.72,81.8
Cardamom,82.69,55.09,169.74,6.0,2433.49,25.32,88.22
Cardamom,88.63,59.95,153.42,6.49,1684.72,26.52,80.06
Cardamom,82.47,56.71,160.67,6.36,1945.52,26.25,86.36
Cardamom,80.59,53.4,179.86,6.15,1966.94,25.11,85.91
Cardamom,77.72,58.31,184.55,5.31,2492.06,21.6,84.56
Cardamom,92.75,59.03,171.41,6.31,2152.94,23.54,83.36
Cardamom,97.04,56.61,171.9,5.81,1542.74,24.85,84.9
Cardamom,99.29,55.11,150.02,5.57,2470.84,21.17,89.81
Cardamom,90.39,53.7,160.35,5.33,1712.58,25.52,88.78
Cardamom,84.19,51.54,195.04,5.12,1915.65,26.3,81.17
Cardamom,80.78,54.85,188.8,5.9,2380.44,20.7,87.24
Cardamom,95.13,50.91,164.88,6.26,1930.63,25.12,87.13
Cardamom,83.87,50.14,183.44,6.32,2464.63,24.24,87.47
Cardamom,82.28,55.04,172.64,5.69,1821.31,23.02,80.97
Cardamom,83.82,50.43,195.83,5.45,2323.67,25.59,83.98
Cardamom,78.35,58.44,195.76,6.15,1622.62,24.62,88.77
Cardamom,94.86,59.37,192.62,5.71,1894.22,20.43,83.79
Cardamom,75.1,55.59,178.34,5.71,2147.38,25.27,89.6
Cardamom,95.16,57.29,176.02,5.63,2034.05,26.38,83.89
Cardamom,88.42,56.0,171.61,5.16,1644.02,22.74,84.8
Cardamom,92.27,54.14,198.76,6.16,2039.53,27.02,84.16
Cardamom,96.55,51.73,194.51,6.46,2259.29,19.56,88.37
Cardamom,83.72,57.59,186.86,5.86,1854.3,19.74,85.55
Cardamom,79.85,57.75,188.38,5.3,1767.4,25.43,89.99
Cardamom,91.1,53.74,186.13,5.9,2176.36,23.21,84.99
Cardamom,94.37,59.2,182.46,5.45,1717.13,23.04,81.79
Cardamom,81.55,59.88,186.36,5.06,2007.9,24.45,85.22
Cardamom,82.64,59.42,170.8,5.87,1657.78,26.34,82.24
Cardamom,84.17,59.9,199.92,5.17,1870.99,22.14,83.19
Cardamom,85.29,57.23,174.16,5.02,2301.59,25.92,83.47
Cardamom,95.56,58.76,153.31,5.53,2070.12,24.79,80.09
Cardamom,92.62,55.51,180.17,5.72,2093.72,20.95,81.78
Cardamom,82.14,54.01,184.74,5.06,1951.43,24.05,84.61
Cardamom,75.07,57.71,178.78,5.41,1523.42,19.21,85.12
Cardamom,99.06,50.39,158.43,5.95,2345.64,22.82,85.15
Cardamom,82.64,59.7,168.55,5.99,1559.95,26.21,88.84
Cardamom,75.67,54.79,167.0,5.77,1929.08,22.19,86.33
Cardamom,85.91,53.94,185.68,5.01,1552.83,27.97,83.8
Cardamom,91.46,58.5,163.7,5.46,1965.06,23.42,83.31
Cardamom,90.99,56.25,197.84,5.01,2168.05,20.76,81.37
Cardamom,96.53,52.83,196.4,5.74,1592.2,25.95,88.49
Cardamom,92.69,58.69,157.1,6.18,1762.04,20.5,80.24
Cardamom,98.73,51.91,174.77,5.45,1689.33,27.32,85.98
Cardamom,85.89,56.88,154.11,5.33,1728.19,27.79,89.3
Cardamom,78.43,57.0,173.76,5.15,2113.5,23.97,83.09
Cardamom,79.08,54.03,187.52,6.02,1598.16,18.58,85.34
Cardamom,89.72,59.42,169.94,6.38,2430.55,21.63,85.76
Cardamom,86.77,52.13,178.8,6.49,1689.83,18.03,85.73
Cardamom,98.06,51.86,158.76,6.23,1622.32,22.26,88.07
Cardamom,90.7,57.76,163.59,5.9,2492.78,25.09,84.79
Cardamom,96.47,50.2,192.65,5.59,2241.19,20.22,84.61
Cardamom,84.96,59.06,162.41,5.82,2394.6,27.44,88.53
Cardamom,78.96,53.12,176.87,5.96,1849.71,18.48,83.48
Cardamom,85.68,59.24,192.75,5.83,2407.43,23.91,82.76
Cardamom,81.67,56.72,157.27,6.02,2318.27,19.66,83.87
Cardamom,81.56,51.32,187.72,5.65,2423.44,22.22,84.53
Cardamom,93.84,59.96,153.07,5.16,1621.1,23.21,89.94
Cardamom,90.29,57.21,180.1,6.5,1626.06,20.47,81.49
Cardamom,81.01,52.71,155.39,5.71,2229.89,21.37,87.59
Cardamom,85.27,57.01,189.59,6.14,1746.19,21.04,88.45
Cardamom,99.98,54.24,197.85,5.62,1893.57,27.26,82.99
Cardamom,76.22,54.71,182.49,5.75,2441.15,24.22,85.62
Cardamom,97.72,51.42,177.8,5.77,1509.96,27.03,80.56
Cardamom,97.67,58.37,196.8,6.44,1913.96,23.85,83.6
Cardamom,78.0,50.77,153.09,5.94,1540.29,24.32,89.7
Cardamom,91.52,56.38,196.56,6.29,1732.49,23.95,86.92
Cardamom,87.91,55.43,170.81,5.42,1735.97,27.67,82.95
Cardamom,77.41,58.53,152.16,5.74,2117.56,26.98,88.14
Cardamom,79.0,59.64,195.25,6.48,2058.47,20.79,88.0
Cardamom,97.69,58.87,182.69,6.15,2393.12,26.15,84.65
Cardamom,87.79,54.71,194.75,5.1,2338.2,18.91,87.65
Cardamom,99.73,50.53,196.15,5.71,2211.78,24.29,80.24
Cardamom,96.61,54.23,198.58,6.38,1987.08,26.56,86.5
Cardamom,83.54,57.84,154.01,5.1,2074.11,24.7,85.71
Cardamom,99.1,56.38,196.88,5.78,2444.42,22.09,87.23
Cardamom,82.03,59.69,170.33,6.02,1889.21,24.16,83.11
Cardamom,99.33,52.46,198.24,5.76,2319.02,25.14,86.55
Cardamom,84.65,50.04,180.99,6.11,1623.72,19.41,82.84
Cardamom,77.08,54.38,199.23,6.02,2431.02,22.09,86.88
Cardamom,78.53,53.86,168.18,6.32,1947.49,25.65,80.64
Cardamom,88.12,54.93,176.07,5.94,1780.87,27.13,88.27
Cardamom,88.14,52.89,162.07,6.42,2411.85,26.34,81.28
Cardamom,83.01,54.54,177.29,6.07,2002.46,26.38,87.37
Cardamom,99.2,56.19,176.13,6.13,2173.85,19.44,84.33
Cardamom,80.73,57.36,186.52,5.31,2195.82,25.31,89.72
Cardamom,81.7,57.58,195.18,5.98,1914.27,25.09,87.8
Cardamom,98.77,54.1,170.05,6.22,2195.15,22.91,81.01
Cardamom,79.11,56.85,173.14,5.89,2030.83,24.87,87.63
Cardamom,87.79,55.15,186.62,5.99,1849.73,23.22,82.83
Cardamom,97.13,53.93,189.29,5.61,2489.53,18.06,89.26
Cardamom,84.24,50.27,197.78,6.07,1658.54,27.05,84.14
Cardamom,95.74,52.28,174.25,5.34,1588.23,24.2,82.01
Cardamom,87.46,56.25,151.33,5.43,2013.46,20.75,87.73
Cardamom,82.68,57.09,162.17,5.68,1868.73,27.02,86.46
Cardamom,87.76,50.88,168.57,6.03,1582.18,22.35,80.58
Cardamom,90.29,57.36,161.59,6.45,1962.79,21.06,82.06
Cardamom,81.18,53.61,156.06,5.35,2303.85,19.35,85.49
Cardamom,75.55,53.33,152.84,6.28,1528.06,21.72,89.32
Cardamom,80.74,55.05,196.46,5.44,2199.23,19.6,83.35
Cardamom,92.59,51.69,154.22,6.34,2279.83,21.89,88.03
Cardamom,84.11,56.99,173.49,6.24,2386.08,24.57,89.92
Cardamom,79.13,51.4,159.51,6.3,2199.14,27.78,84.49
Cardamom,88.37,58.47,182.13,5.08,1998.19,25.77,83.1
Cardamom,84.42,55.29,171.52,5.77,2478.25,25.71,88.87
Cardamom,84.62,57.74,159.72,5.23,2239.29,18.05,80.83
Cardamom,95.76,54.04,159.52,5.12,2266.87,22.41,87.46
Cardamom,92.62,50.01,157.34,5.0,2187.26,20.98,82.65
Cardamom,89.12,56.8,195.54,6.14,2118.96,25.51,81.75
Cardamom,82.95,53.0,154.79,5.94,2282.35,21.71,80.6
Cardamom,89.95,50.78,196.93,5.36,2446.55,20.26,87.43
Cardamom,91.03,55.26,180.66,5.94,2224.24,25.42,81.25
Cardamom,84.46,52.84,197.73,5.41,2260.85,18.95,82.61
Cardamom,75.39,50.69,193.44,5.8,2322.62,22.17,89.92
Cardamom,89.73,53.17,162.37,5.33,1868.65,27.38,83.9
Cardamom,89.12,56.54,197.41,5.21,2389.55,21.54,81.25
Cardamom,99.44,51.58,184.77,5.1,2229.61,19.49,81.5
Cardamom,92.74,50.65,173.68,5.01,2022.79,18.97,85.31
Cardamom,93.64,58.12,194.78,5.08,2107.39,24.47,82.36
Cardamom,83.93,52.67,185.61,5.7,2383.59,21.37,86.9
Cardamom,83.77,50.6,180.28,6.49,2366.08,19.68,89.3
Cardamom,98.36,50.96,197.39,5.5,2115.11,18.03,88.27
Cardamom,80.53,52.24,156.72,5.82,2139.03,19.62,89.54
Cardamom,77.93,56.5,194.97,6.26,2343.46,26.59,87.73
Cardamom,88.29,55.62,170.61,6.04,2158.34,24.52,89.01
Cardamom,98.59,54.39,184.89,5.72,1541.71,27.06,81.06
Cardamom,96.61,51.82,173.93,6.34,1503.58,18.31,86.26
Cardamom,95.85,53.1,175.73,5.32,2146.45,23.26,85.63
Cardamom,96.08,55.08,158.54,5.79,2349.7,19.03,87.69
Cardamom,79.75,57.81,157.42,5.81,1708.87,22.9,82.04
Cardamom,96.06,58.5,161.84,5.24,1518.68,22.33,87.61
Cardamom,77.61,53.52,192.19,5.92,2296.73,21.94,81.86
Cardamom,85.26,55.02,185.9,5.03,2144.78,23.76,89.01
Cardamom,90.33,56.33,164.94,5.26,1703.51,22.35,85.3
Cardamom,79.87,57.52,189.9,5.61,2012.38,24.11,88.43
Cardamom,93.01,53.42,194.47,5.18,1562.22,22.16,84.51
Cardamom,79.43,54.33,152.0,5.35,1521.61,25.11,81.57
Cardamom,83.75,55.75,157.23,5.86,2406.28,18.27,87.6
Cardamom,87.57,55.59,194.24,5.44,2450.55,24.8,87.26
Cardamom,84.49,55.32,194.97,5.36,1894.82,18.58,86.98
Cardamom,96.72,56.73,193.58,5.49,1670.23,23.47,88.49
Cashewnut,45.52,46.91,43.9,5.52,1419.8,32.23,55.32
Cashewnut,26.61,47.25,35.57,6.08,1188.37,30.04,61.34
Cashewnut,28.11,27.39,48.47,6.14,1935.68,33.71,64.99
Cashewnut,28.4,35.74,35.48,6.23,1808.82,20.21,54.54
Cashewnut,36.95,32.58,47.4,5.5,1186.22,28.23,63.88
Cashewnut,42.34,42.25,32.48,5.38,1160.15,23.37,67.92
Cashewnut,37.29,35.57,40.32,5.52,1758.19,33.2,54.84
Cashewnut,34.63,31.17,48.5,5.35,1904.2,23.38,68.06
Cashewnut,38.45,37.58,37.11,5.06,1371.41,24.44,60.05
Cashewnut,42.1,33.8,34.81,6.42,1822.87,20.47,56.53
Cashewnut,32.01,40.51,40.02,5.53,1467.9,21.73,57.85
Cashewnut,29.27,36.6,39.26,5.56,1468.07,20.02,54.35
Cashewnut,49.67,33.01,25.75,5.09,1124.06,25.06,67.87
Cashewnut,27.59,41.27,34.42,6.24,1131.7,21.67,54.05
Cashewnut,44.01,29.21,31.7,5.39,1360.71,29.66,50.18
Cashewnut,32.05,48.62,27.3,6.28,1359.45,30.72,66.2
Cashewnut,49.7,44.38,47.84,5.91,1012.95,25.37,66.5
Cashewnut,30.14,33.75,49.77,5.84,1437.89,25.16,63.92
Cashewnut,42.44,31.75,44.1,5.73,1290.61,23.26,55.69
Cashewnut,31.48,46.97,48.85,5.61,1277.99,34.43,57.88
Cashewnut,38.03,38.8,29.44,5.6,1293.23,20.48,60.25
Cashewnut,34.61,45.75,39.45,5.61,1288.65,28.46,65.47
Cashewnut,31.56,45.94,38.53,6.15,1185.04,21.7,62.92
Cashewnut,35.18,35.4,45.91,5.54,1573.4,33.39,65.25
Cashewnut,44.37,30.26,41.56,6.36,1072.82,25.38,62.62
Cashewnut,30.05,46.61,48.63,5.82,1511.31,34.9,60.38
Cashewnut,33.28,47.9,34.83,6.39,1938.73,22.97,50.67
Cashewnut,31.26,36.48,42.58,5.32,1214.08,22.36,50.31
Cashewnut,45.74,27.29,34.69,5.55,1648.93,33.58,68.11
Cashewnut,49.38,40.57,29.79,5.09,1405.38,21.12,60.2
Cashewnut,47.41,39.03,28.49,5.42,1258.89,22.98,50.85
Cashewnut,44.56,26.42,39.05,6.35,1010.14,34.18,53.0
Cashewnut,46.12,30.68,26.51,6.38,1282.49,24.81,52.41
Cashewnut,41.67,40.0,32.07,5.97,1120.77,22.03,54.27
Cashewnut,34.89,29.16,27.7,5.73,1608.83,33.03,58.23
Cashewnut,39.73,34.14,31.75,5.51,1133.62,30.46,52.08
Cashewnut,44.51,47.4,48.93,5.55,1540.96,31.98,69.85
Cashewnut,36.93,43.4,40.17,5.41,1971.22,20.24,63.7
Cashewnut,49.06,28.72,45.18,5.63,1755.37,30.74,66.15
Cashewnut,48.49,26.16,43.85,6.27,1143.02,23.65,69.38
Cashewnut,46.77,46.26,25.68,5.27,1372.84,33.74,59.59
Cashewnut,46.36,37.96,29.57,6.31,1670.44,32.22,63.42
Cashewnut,41.99,29.88,43.4,5.76,1013.09,20.61,57.53
Cashewnut,33.73,33.22,47.6,6.46,1848.3,29.12,53.64
Cashewnut,32.7,37.48,47.16,5.23,1222.44,27.51,68.01
Cashewnut,46.83,49.25,26.93,5.17,1207.72,31.0,53.43
Cashewnut,28.09,34.62,39.98,5.32,1666.37,26.1,60.91
Cashewnut,34.66,25.14,43.28,5.4,1709.8,31.91,58.94
Cashewnut,49.99,34.38,25.73,6.22,1219.11,26.59,54.65
Cashewnut,40.89,26.65,30.66,6.27,1537.19,33.42,59.78
